year,month,report begin date,report end date,region,type_egg,price unit,environment,price avg
2020,August,8/22/2020,8/28/2020,National,Extra Large White,Per Carton,Conventional,2.69
2020,August,8/22/2020,8/28/2020,National,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.55
2020,August,8/22/2020,8/28/2020,National,Large White,Per Carton,"Cage-Free, USDA Organic",2.99
2020,August,8/22/2020,8/28/2020,National,Large White,Per Carton,Conventional,1.44
2020,August,8/22/2020,8/28/2020,National,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.02
2020,August,8/22/2020,8/28/2020,NorthEast,Extra Large Brown,Per Carton,USDA Organic,5
2020,August,8/22/2020,8/28/2020,NorthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",3.06
2020,August,8/22/2020,8/28/2020,NorthEast,Large Brown,Per Carton,Nutritionally Enhanced (Omega-3),2.68
2020,August,8/22/2020,8/28/2020,NorthEast,Large Brown,Per Carton,USDA Organic,4.13
2020,August,8/22/2020,8/28/2020,NorthEast,Large Brown,Per Carton,Vegatarian-Fed,2
2020,August,8/22/2020,8/28/2020,NorthEast,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.58
2020,August,8/22/2020,8/28/2020,NorthEast,Large White,Per Carton,"Cage-Free, USDA Organic",2.99
2020,August,8/22/2020,8/28/2020,NorthEast,Large White,Per Carton,Conventional,0.98
2020,August,8/22/2020,8/28/2020,NorthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.38
2020,August,8/22/2020,8/28/2020,NorthWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.66
2020,August,8/22/2020,8/28/2020,NorthWest,Large Brown,Per Carton,USDA Organic,3.52
2020,August,8/22/2020,8/28/2020,NorthWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),1.66
2020,August,8/22/2020,8/28/2020,NorthWest,Medium White,Per Carton,Conventional,0.88
2020,August,8/22/2020,8/28/2020,SouthCentral,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.5
2020,August,8/22/2020,8/28/2020,SouthCentral,Large Brown,Per Carton,USDA Organic,2.33
2020,August,8/22/2020,8/28/2020,SouthCentral,Large Brown,Per Carton,Vegatarian-Fed,2.5
2020,August,8/22/2020,8/28/2020,SouthCentral,Large White,Per Carton,Conventional,1.52
2020,August,8/22/2020,8/28/2020,SouthCentral,Large White,Per Carton,Nutritionally Enhanced (Omega-3),1.99
2020,August,8/22/2020,8/28/2020,SouthCentral,Medium White,Per Carton,Conventional,0.6
2020,August,8/22/2020,8/28/2020,SouthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.99
2020,August,8/22/2020,8/28/2020,SouthEast,Large Brown,Per Carton,Nutritionally Enhanced (Omega-3),2.74
2020,August,8/22/2020,8/28/2020,SouthEast,Large Brown,Per Carton,USDA Organic,2.33
2020,August,8/22/2020,8/28/2020,SouthEast,Large Brown,Per Carton,Vegatarian-Fed,2
2020,August,8/22/2020,8/28/2020,SouthEast,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.5
2020,August,8/22/2020,8/28/2020,SouthEast,Large White,Per Carton,Conventional,1.49
2020,August,8/22/2020,8/28/2020,SouthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.07
2020,August,8/22/2020,8/28/2020,SouthEast,Medium White,Per Carton,Conventional,0.5
2020,August,8/22/2020,8/28/2020,SouthWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.79
2020,August,8/22/2020,8/28/2020,SouthWest,Large Brown,Per Carton,USDA Organic,4.49
2020,August,8/22/2020,8/28/2020,SouthWest,Extra Large White,Per Carton,Conventional,2.69
2020,August,8/22/2020,8/28/2020,SouthWest,Large White,Per Carton,Conventional,1.76
2020,August,8/22/2020,8/28/2020,SouthWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.99
2020,August,8/29/2020,9/4/2020,Alaska,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.5
2020,August,8/29/2020,9/4/2020,Hawaii,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.5
2020,August,8/29/2020,9/4/2020,MidWest,Large Brown,Per Carton,USDA Organic,2.99
2020,August,8/29/2020,9/4/2020,MidWest,Large White,Per Carton,Conventional,1.06
2020,August,8/29/2020,9/4/2020,MidWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.5
2020,August,8/29/2020,9/4/2020,MidWest,Medium White,Per Carton,Conventional,0.49
2020,August,8/29/2020,9/4/2020,National,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",3.08
2020,August,8/29/2020,9/4/2020,National,Extra Large Brown,Per Carton,Vegatarian-Fed,3.4
2020,August,8/29/2020,9/4/2020,National,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.81
2020,August,8/29/2020,9/4/2020,National,Large Brown,Per Carton,USDA Organic,3.87
2020,August,8/29/2020,9/4/2020,National,Large Brown,Per Carton,Vegatarian-Fed,1.81
2020,August,8/29/2020,9/4/2020,National,Extra Large White,Per Carton,Conventional,0.99
2020,August,8/29/2020,9/4/2020,National,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.4
2020,August,8/29/2020,9/4/2020,National,Large White,Per Carton,"Cage-Free, USDA Organic",3
2020,August,8/29/2020,9/4/2020,National,Large White,Per Carton,Conventional,1.46
2020,August,8/29/2020,9/4/2020,National,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.4
2020,August,8/29/2020,9/4/2020,NorthEast,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",3.18
2020,August,8/29/2020,9/4/2020,NorthEast,Extra Large Brown,Per Carton,Vegatarian-Fed,3.4
2020,August,8/29/2020,9/4/2020,NorthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",3.29
2020,August,8/29/2020,9/4/2020,NorthEast,Large Brown,Per Carton,USDA Organic,3.99
2020,August,8/29/2020,9/4/2020,NorthEast,Large Brown,Per Carton,Vegatarian-Fed,1.81
2020,August,8/29/2020,9/4/2020,NorthEast,Extra Large White,Per Carton,Conventional,0.99
2020,August,8/29/2020,9/4/2020,NorthEast,Large White,Per Carton,"Cage-Free, USDA Organic",3
2020,August,8/29/2020,9/4/2020,NorthEast,Large White,Per Carton,Conventional,0.96
2020,August,8/29/2020,9/4/2020,NorthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.23
2020,August,8/29/2020,9/4/2020,NorthWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",1.99
2020,August,8/29/2020,9/4/2020,NorthWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.5
2020,August,8/29/2020,9/4/2020,SouthCentral,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.58
2020,August,8/29/2020,9/4/2020,SouthCentral,Large Brown,Per Carton,USDA Organic,3.99
2020,August,8/29/2020,9/4/2020,SouthCentral,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.4
2020,August,8/29/2020,9/4/2020,SouthCentral,Large White,Per Carton,Conventional,1.29
2020,August,8/29/2020,9/4/2020,SouthCentral,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.48
2020,August,8/29/2020,9/4/2020,SouthEast,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",3
2020,August,8/29/2020,9/4/2020,SouthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.5
2020,August,8/29/2020,9/4/2020,SouthEast,Large Brown,Per Carton,USDA Organic,3.99
2020,August,8/29/2020,9/4/2020,SouthEast,Large White,Per Carton,"Cage-Free, USDA Organic",3
2020,August,8/29/2020,9/4/2020,SouthEast,Large White,Per Carton,Conventional,0.99
2020,August,8/29/2020,9/4/2020,SouthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.51
2020,August,8/29/2020,9/4/2020,SouthWest,Large Brown,Per Carton,USDA Organic,3.66
2020,August,8/29/2020,9/4/2020,SouthWest,Large White,Per Carton,Conventional,1.95
2020,August,8/29/2020,9/4/2020,SouthWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.5
2020,August,8/29/2020,9/4/2020,SouthWest,Medium White,Per Carton,Conventional,0.99
2020,September,9/5/2020,9/11/2020,Alaska,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.27
2020,September,9/5/2020,9/11/2020,Alaska,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.98
2020,September,9/5/2020,9/11/2020,MidWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.33
2020,September,9/5/2020,9/11/2020,MidWest,Large Brown,Per Carton,USDA Organic,3.5
2020,September,9/5/2020,9/11/2020,MidWest,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.99
2020,September,9/5/2020,9/11/2020,MidWest,Large White,Per Carton,Conventional,0.67
2020,September,9/5/2020,9/11/2020,MidWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.38
2020,September,9/5/2020,9/11/2020,National,Extra Large Brown,Per Carton,Vegatarian-Fed,3.54
2020,September,9/5/2020,9/11/2020,National,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.69
2020,September,9/5/2020,9/11/2020,National,Large Brown,Per Carton,Nutritionally Enhanced (Omega-3),2.49
2020,September,9/5/2020,9/11/2020,National,Large Brown,Per Carton,USDA Organic,3.81
2020,September,9/5/2020,9/11/2020,National,Large Brown,Per Carton,Vegatarian-Fed,2.56
2020,September,9/5/2020,9/11/2020,National,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),3.06
2020,September,9/5/2020,9/11/2020,National,Large White,Per Carton,Conventional,1.38
2020,September,9/5/2020,9/11/2020,National,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.17
2020,September,9/5/2020,9/11/2020,NorthEast,Extra Large Brown,Per Carton,Nutritionally Enhanced (Omega-3),2.59
2020,September,9/5/2020,9/11/2020,NorthEast,Extra Large Brown,Per Carton,Vegatarian-Fed,3.91
2020,September,9/5/2020,9/11/2020,NorthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",3.48
2020,September,9/5/2020,9/11/2020,NorthEast,Large Brown,Per Carton,Nutritionally Enhanced (Omega-3),2.49
2020,September,9/5/2020,9/11/2020,NorthEast,Large Brown,Per Carton,USDA Organic,3.99
2020,September,9/5/2020,9/11/2020,NorthEast,Large Brown,Per Carton,Vegatarian-Fed,2.66
2020,September,9/5/2020,9/11/2020,NorthEast,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),3.12
2020,September,9/5/2020,9/11/2020,NorthEast,Large White,Per Carton,Conventional,1.29
2020,September,9/5/2020,9/11/2020,NorthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.55
2020,September,9/5/2020,9/11/2020,NorthWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.6
2020,September,9/5/2020,9/11/2020,NorthWest,Large Brown,Per Carton,USDA Organic,3.5
2020,September,9/5/2020,9/11/2020,NorthWest,Large White,Per Carton,Conventional,1.5
2020,September,9/5/2020,9/11/2020,NorthWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.01
2020,September,9/5/2020,9/11/2020,NorthWest,Medium White,Per Carton,Conventional,0.76
2020,September,9/5/2020,9/11/2020,SouthCentral,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.33
2020,September,9/5/2020,9/11/2020,SouthCentral,Large Brown,Per Carton,USDA Organic,3.07
2020,September,9/5/2020,9/11/2020,SouthCentral,Large White,Per Carton,Conventional,1.36
2020,September,9/5/2020,9/11/2020,SouthEast,Extra Large Brown,Per Carton,Vegatarian-Fed,2.5
2020,September,9/5/2020,9/11/2020,SouthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.61
2020,September,9/5/2020,9/11/2020,SouthEast,Large Brown,Per Carton,USDA Organic,3.99
2020,September,9/5/2020,9/11/2020,SouthEast,Large Brown,Per Carton,Vegatarian-Fed,2.05
2020,September,9/5/2020,9/11/2020,SouthEast,Large White,Per Carton,Conventional,0.95
2020,September,9/5/2020,9/11/2020,SouthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),3.5
2020,September,9/5/2020,9/11/2020,SouthWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.99
2020,September,9/5/2020,9/11/2020,SouthWest,Large Brown,Per Carton,USDA Organic,4.99
2020,September,9/5/2020,9/11/2020,SouthWest,Large White,Per Carton,Conventional,2.5
2020,September,9/5/2020,9/11/2020,SouthWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),1.86
2020,September,9/5/2020,9/11/2020,SouthWest,Medium White,Per Carton,Conventional,0.77
2020,September,9/12/2020,9/18/2020,Alaska,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.66
2020,September,9/12/2020,9/18/2020,Alaska,Extra Large White,Per Carton,Conventional,3
2020,September,9/12/2020,9/18/2020,Alaska,Large White,Per Carton,Conventional,1.29
2020,September,9/12/2020,9/18/2020,Hawaii,Large White,Per Carton,Conventional,2.2
2020,September,9/12/2020,9/18/2020,MidWest,Large Brown,Per Carton,USDA Organic,3.86
2020,September,9/12/2020,9/18/2020,MidWest,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),1.99
2020,September,9/12/2020,9/18/2020,MidWest,Large White,Per Carton,"Cage-Free, USDA Organic",1.5
2020,September,9/12/2020,9/18/2020,MidWest,Large White,Per Carton,Conventional,1.11
2020,September,9/12/2020,9/18/2020,MidWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.43
2020,September,9/12/2020,9/18/2020,National,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",3.99
2020,September,9/12/2020,9/18/2020,National,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.7
2020,September,9/12/2020,9/18/2020,National,Large Brown,Per Carton,Nutritionally Enhanced (Omega-3),3.49
2020,September,9/12/2020,9/18/2020,National,Large Brown,Per Carton,USDA Organic,3.57
2020,September,9/12/2020,9/18/2020,National,Large Brown,Per Carton,Vegatarian-Fed,3.03
2020,September,9/12/2020,9/18/2020,National,Extra Large White,Per Carton,Conventional,3
2020,September,9/12/2020,9/18/2020,National,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.63
2020,September,9/12/2020,9/18/2020,National,Large White,Per Carton,"Cage-Free, USDA Organic",1.87
2020,September,9/12/2020,9/18/2020,National,Large White,Per Carton,Conventional,1.48
2020,September,9/12/2020,9/18/2020,National,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.4
2020,September,9/12/2020,9/18/2020,NorthEast,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",3.99
2020,September,9/12/2020,9/18/2020,NorthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.92
2020,September,9/12/2020,9/18/2020,NorthEast,Large Brown,Per Carton,USDA Organic,4.84
2020,September,9/12/2020,9/18/2020,NorthEast,Large Brown,Per Carton,Vegatarian-Fed,3.73
2020,September,9/12/2020,9/18/2020,NorthEast,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.64
2020,September,9/12/2020,9/18/2020,NorthEast,Large White,Per Carton,"Cage-Free, USDA Organic",2
2020,September,9/12/2020,9/18/2020,NorthEast,Large White,Per Carton,Conventional,0.95
2020,September,9/12/2020,9/18/2020,NorthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.45
2020,September,9/12/2020,9/18/2020,NorthEast,Medium White,Per Carton,Conventional,0.69
2020,September,9/12/2020,9/18/2020,NorthWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.66
2020,September,9/12/2020,9/18/2020,NorthWest,Large Brown,Per Carton,USDA Organic,3
2020,September,9/12/2020,9/18/2020,NorthWest,Large White,Per Carton,Conventional,1.2
2020,September,9/12/2020,9/18/2020,NorthWest,Medium White,Per Carton,Conventional,0.76
2020,September,9/12/2020,9/18/2020,SouthCentral,Large Brown,Per Carton,USDA Organic,2.99
2020,September,9/12/2020,9/18/2020,SouthCentral,Large White,Per Carton,Conventional,1
2020,September,9/12/2020,9/18/2020,SouthCentral,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.1
2020,September,9/12/2020,9/18/2020,SouthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.56
2020,September,9/12/2020,9/18/2020,SouthEast,Large Brown,Per Carton,USDA Organic,3.99
2020,September,9/12/2020,9/18/2020,SouthEast,Large Brown,Per Carton,Vegatarian-Fed,2.5
2020,September,9/12/2020,9/18/2020,SouthEast,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),1.99
2020,September,9/12/2020,9/18/2020,SouthEast,Large White,Per Carton,"Cage-Free, USDA Organic",2
2020,September,9/12/2020,9/18/2020,SouthEast,Large White,Per Carton,Conventional,0.85
2020,September,9/12/2020,9/18/2020,SouthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.43
2020,September,9/12/2020,9/18/2020,SouthEast,Medium White,Per Carton,Conventional,0.69
2020,September,9/12/2020,9/18/2020,SouthWest,Large Brown,Per Carton,Nutritionally Enhanced (Omega-3),3.49
2020,September,9/12/2020,9/18/2020,SouthWest,Large Brown,Per Carton,Vegatarian-Fed,2.99
2020,September,9/12/2020,9/18/2020,SouthWest,Large White,Per Carton,Conventional,1.87
2020,September,9/12/2020,9/18/2020,SouthWest,Medium White,Per Carton,Conventional,0.7
2020,September,9/19/2020,9/25/2020,Alaska,Large White,Per Carton,"Cage-Free, USDA Organic",1.99
2020,September,9/19/2020,9/25/2020,MidWest,Extra Large Brown,Per Carton,USDA Organic,3.79
2020,September,9/19/2020,9/25/2020,MidWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.32
2020,September,9/19/2020,9/25/2020,MidWest,Large Brown,Per Carton,USDA Organic,3.61
2020,September,9/19/2020,9/25/2020,MidWest,Extra Large White,Per Carton,Conventional,1.25
2020,September,9/19/2020,9/25/2020,MidWest,Large White,Per Carton,Conventional,1.16
2020,September,9/19/2020,9/25/2020,MidWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),1.99
2020,September,9/19/2020,9/25/2020,MidWest,Medium White,Per Carton,Conventional,0.69
2020,September,9/19/2020,9/25/2020,National,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",2.65
2020,September,9/19/2020,9/25/2020,National,Extra Large Brown,Per Carton,USDA Organic,4.3
2020,September,9/19/2020,9/25/2020,National,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.52
2020,September,9/19/2020,9/25/2020,National,Large Brown,Per Carton,Conventional,1.36
2020,September,9/19/2020,9/25/2020,National,Large Brown,Per Carton,USDA Organic,4.09
2020,September,9/19/2020,9/25/2020,National,Large Brown,Per Carton,Vegatarian-Fed,2.5
2020,September,9/19/2020,9/25/2020,National,Extra Large White,Per Carton,Conventional,0.99
2020,September,9/19/2020,9/25/2020,National,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.22
2020,September,9/19/2020,9/25/2020,National,Large White,Per Carton,"Cage-Free, USDA Organic",2.45
2020,September,9/19/2020,9/25/2020,National,Large White,Per Carton,Conventional,1.35
2020,September,9/19/2020,9/25/2020,National,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.21
2020,September,9/19/2020,9/25/2020,NorthEast,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",3.3
2020,September,9/19/2020,9/25/2020,NorthEast,Extra Large Brown,Per Carton,Nutritionally Enhanced (Omega-3),3
2020,September,9/19/2020,9/25/2020,NorthEast,Extra Large Brown,Per Carton,USDA Organic,5.99
2020,September,9/19/2020,9/25/2020,NorthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.76
2020,September,9/19/2020,9/25/2020,NorthEast,Large Brown,Per Carton,Conventional,1.36
2020,September,9/19/2020,9/25/2020,NorthEast,Large Brown,Per Carton,USDA Organic,4.25
2020,September,9/19/2020,9/25/2020,NorthEast,Large Brown,Per Carton,Vegatarian-Fed,2.5
2020,September,9/19/2020,9/25/2020,NorthEast,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.19
2020,September,9/19/2020,9/25/2020,NorthEast,Large White,Per Carton,"Cage-Free, USDA Organic",2.99
2020,September,9/19/2020,9/25/2020,NorthEast,Large White,Per Carton,Conventional,1.22
2020,September,9/19/2020,9/25/2020,NorthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.33
2020,September,9/19/2020,9/25/2020,NorthWest,Large White,Per Carton,Conventional,1.5
2020,September,9/19/2020,9/25/2020,NorthWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.48
2020,September,9/19/2020,9/25/2020,NorthWest,Medium White,Per Carton,Conventional,0.88
2020,September,9/19/2020,9/25/2020,SouthCentral,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.33
2020,September,9/19/2020,9/25/2020,SouthCentral,Extra Large White,Per Carton,Conventional,0.97
2020,September,9/19/2020,9/25/2020,SouthCentral,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.33
2020,September,9/19/2020,9/25/2020,SouthCentral,Large White,Per Carton,Conventional,0.8
2020,September,9/19/2020,9/25/2020,SouthCentral,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.32
2020,September,9/19/2020,9/25/2020,SouthCentral,Medium White,Per Carton,Conventional,0.66
2020,September,9/19/2020,9/25/2020,SouthEast,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",2.5
2020,September,9/19/2020,9/25/2020,SouthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.52
2020,September,9/19/2020,9/25/2020,SouthEast,Large White,Per Carton,Conventional,1.19
2020,September,9/19/2020,9/25/2020,SouthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.07
2020,September,9/19/2020,9/25/2020,SouthWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",3.49
2020,September,9/19/2020,9/25/2020,SouthWest,Large Brown,Per Carton,USDA Organic,3.99
2020,September,9/19/2020,9/25/2020,SouthWest,Extra Large White,Per Carton,Conventional,0.97
2020,September,9/19/2020,9/25/2020,SouthWest,Large White,Per Carton,Conventional,1.56
2020,September,9/19/2020,9/25/2020,SouthWest,Medium White,Per Carton,Conventional,1.49
2020,October,10/3/2020,10/9/2020,Alaska,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.99
2020,October,10/3/2020,10/9/2020,Hawaii,Large Brown,Per Carton,"Cage-Free, USDA Organic",3
2020,October,10/3/2020,10/9/2020,MidWest,Extra Large Brown,Per Carton,USDA Organic,3.29
2020,October,10/3/2020,10/9/2020,MidWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.53
2020,October,10/3/2020,10/9/2020,MidWest,Large White,Per Carton,Conventional,0.75
2020,October,10/3/2020,10/9/2020,MidWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.34
2020,October,10/3/2020,10/9/2020,MidWest,Medium White,Per Carton,Conventional,0.79
2020,October,10/3/2020,10/9/2020,National,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",3
2020,October,10/3/2020,10/9/2020,National,Extra Large Brown,Per Carton,USDA Organic,3.43
2020,October,10/3/2020,10/9/2020,National,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.6
2020,October,10/3/2020,10/9/2020,National,Large Brown,Per Carton,Nutritionally Enhanced (Omega-3),2.5
2020,October,10/3/2020,10/9/2020,National,Large Brown,Per Carton,USDA Organic,4.99
2020,October,10/3/2020,10/9/2020,National,Large Brown,Per Carton,Vegatarian-Fed,2.62
2020,October,10/3/2020,10/9/2020,National,Extra Large White,Per Carton,Conventional,0.99
2020,October,10/3/2020,10/9/2020,National,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.28
2020,October,10/3/2020,10/9/2020,National,Large White,Per Carton,"Cage-Free, USDA Organic",1.93
2020,October,10/3/2020,10/9/2020,National,Large White,Per Carton,Conventional,1.46
2020,October,10/3/2020,10/9/2020,National,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.18
2020,October,10/3/2020,10/9/2020,NorthEast,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",3
2020,October,10/3/2020,10/9/2020,NorthEast,Extra Large Brown,Per Carton,USDA Organic,3.98
2020,October,10/3/2020,10/9/2020,NorthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.79
2020,October,10/3/2020,10/9/2020,NorthEast,Large Brown,Per Carton,Nutritionally Enhanced (Omega-3),2.5
2020,October,10/3/2020,10/9/2020,NorthEast,Large Brown,Per Carton,Vegatarian-Fed,2.5
2020,October,10/3/2020,10/9/2020,NorthEast,Extra Large White,Per Carton,Conventional,0.99
2020,October,10/3/2020,10/9/2020,NorthEast,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.28
2020,October,10/3/2020,10/9/2020,NorthEast,Large White,Per Carton,Conventional,0.88
2020,October,10/3/2020,10/9/2020,NorthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.09
2020,October,10/3/2020,10/9/2020,NorthWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.99
2020,October,10/3/2020,10/9/2020,NorthWest,Medium White,Per Carton,Conventional,0.84
2020,October,10/3/2020,10/9/2020,SouthCentral,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.47
2020,October,10/3/2020,10/9/2020,SouthCentral,Large White,Per Carton,Conventional,1.14
2020,October,10/3/2020,10/9/2020,SouthCentral,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.33
2020,October,10/3/2020,10/9/2020,SouthCentral,Medium White,Per Carton,Conventional,1.88
2020,October,10/3/2020,10/9/2020,SouthEast,Extra Large Brown,Per Carton,"Cage-Free, USDA Organic",3
2020,October,10/3/2020,10/9/2020,SouthEast,Large Brown,Per Carton,"Cage-Free, USDA Organic",2.62
2020,October,10/3/2020,10/9/2020,SouthEast,Large Brown,Per Carton,Vegatarian-Fed,2.5
2020,October,10/3/2020,10/9/2020,SouthEast,Large White,Per Carton,Conventional,0.88
2020,October,10/3/2020,10/9/2020,SouthEast,Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.5
2020,October,10/3/2020,10/9/2020,SouthEast,Medium White,Per Carton,Conventional,1.25
2020,October,10/3/2020,10/9/2020,SouthWest,Extra Large Brown,Per Carton,Nutritionally Enhanced (Omega-3),2.5
2020,October,10/3/2020,10/9/2020,SouthWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",3
2020,October,10/3/2020,10/9/2020,SouthWest,Large Brown,Per Carton,USDA Organic,4.99
2020,October,10/3/2020,10/9/2020,SouthWest,Large Brown,Per Carton,Vegatarian-Fed,2.99
2020,October,10/3/2020,10/9/2020,SouthWest,Large White,Per Carton,"Cage-Free, USDA Organic",1.93
2020,October,10/3/2020,10/9/2020,SouthWest,Large White,Per Carton,Conventional,1.73
2020,October,10/3/2020,10/9/2020,SouthWest,Large White,Per Carton,Nutritionally Enhanced (Omega-3),1.88
2020,October,10/3/2020,10/9/2020,SouthWest,Medium White,Per Carton,Conventional,1.18
2020,October,10/10/2020,10/16/2020,Alaska,Large Brown,Per Carton,USDA Organic,3.69
2020,October,10/10/2020,10/16/2020,Alaska,Extra Large White,Per Carton,Conventional,3
2020,October,10/10/2020,10/16/2020,Alaska,Large White,Per Carton,Conventional,0.99
2020,October,10/10/2020,10/16/2020,Hawaii,Large Brown,Per Carton,USDA Organic,3.69
2020,October,10/10/2020,10/16/2020,MidWest,Extra Large Brown,Per Carton,USDA Organic,3.29
2020,October,10/10/2020,10/16/2020,MidWest,Large Brown,Per Carton,"Cage-Free, USDA Organic",1.98
2020,October,10/10/2020,10/16/2020,MidWest,Large Brown,Per Carton,USDA Organic,3.58
2020,October,10/10/2020,10/16/2020,MidWest,Extra Large White,Per Carton,Nutritionally Enhanced (Omega-3),2.99
2020,October,10/10/2020,10/16/2020,MidWest,Large White,Per Carton,"Cage-Free, USDA Organic",1.5
