report begin date,report end date,month,region,type,price unit,environment,price avg
7/6/2019,7/12/2019,July,SouthCentral,BROWN LARGE,Per Carton,USDA Organic,3.73
7/6/2019,7/12/2019,July,SouthCentral,BROWN LARGE,Per Carton,Vegatarian-Fed,2.00
7/6/2019,7/12/2019,July,SouthCentral,WHITE EXTRA LARGE,Per Carton,Conventional,1.50
7/6/2019,7/12/2019,July,SouthCentral,WHITE LARGE,Per Carton,Conventional,1.16
7/6/2019,7/12/2019,July,SouthCentral,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.81
7/6/2019,7/12/2019,July,SouthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.73
7/6/2019,7/12/2019,July,SouthEast,BROWN LARGE,Per Carton,USDA Organic,3.98
7/6/2019,7/12/2019,July,SouthEast,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
7/6/2019,7/12/2019,July,SouthEast,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.00
7/6/2019,7/12/2019,July,SouthEast,WHITE LARGE,Per Carton,Conventional,2.09
7/6/2019,7/12/2019,July,SouthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.47
7/6/2019,7/12/2019,July,SouthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.66
7/6/2019,7/12/2019,July,SouthWest,BROWN LARGE,Per Carton,USDA Organic,3.97
7/6/2019,7/12/2019,July,SouthWest,WHITE EXTRA LARGE,Per Carton,Conventional,1.38
7/6/2019,7/12/2019,July,SouthWest,WHITE LARGE,Per Carton,Conventional,0.82
7/6/2019,7/12/2019,July,SouthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.90
7/6/2019,7/12/2019,July,SouthWest,WHITE LARGE,Per Carton,USDA Organic,5.99
7/6/2019,7/12/2019,July,SouthWest,WHITE MEDIUM,Per Carton,Conventional,1.67
7/13/2019,7/19/2019,July,Hawaii,WHITE LARGE,Per Carton,Conventional,0.80
7/13/2019,7/19/2019,July,Hawaii,WHITE LARGE,Per Carton,USDA Organic,4.29
7/13/2019,7/19/2019,July,MidWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.61
7/13/2019,7/19/2019,July,MidWest,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.79
7/13/2019,7/19/2019,July,MidWest,BROWN LARGE,Per Carton,USDA Organic,3.50
7/13/2019,7/19/2019,July,MidWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.50
7/13/2019,7/19/2019,July,MidWest,WHITE LARGE,Per Carton,Conventional,0.91
7/13/2019,7/19/2019,July,MidWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.69
7/13/2019,7/19/2019,July,MidWest,WHITE LARGE,Per Carton,USDA Organic,4.29
7/13/2019,7/19/2019,July,MidWest,WHITE MEDIUM,Per Carton,Conventional,0.39
7/13/2019,7/19/2019,July,National,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.78
7/13/2019,7/19/2019,July,National,BROWN LARGE,Per Carton,Conventional,0.89
7/13/2019,7/19/2019,July,National,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.84
7/13/2019,7/19/2019,July,National,BROWN LARGE,Per Carton,USDA Organic,4.33
7/13/2019,7/19/2019,July,National,BROWN LARGE,Per Carton,Vegatarian-Fed,2.49
7/13/2019,7/19/2019,July,National,WHITE EXTRA LARGE,Per Carton,Conventional,1.58
7/13/2019,7/19/2019,July,National,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.33
7/13/2019,7/19/2019,July,National,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.37
7/13/2019,7/19/2019,July,National,WHITE LARGE,Per Carton,Conventional,1.11
7/13/2019,7/19/2019,July,National,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.68
7/13/2019,7/19/2019,July,National,WHITE LARGE,Per Carton,USDA Organic,4.28
7/13/2019,7/19/2019,July,NorthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.58
7/13/2019,7/19/2019,July,NorthEast,BROWN LARGE,Per Carton,USDA Organic,4.51
7/13/2019,7/19/2019,July,NorthEast,BROWN LARGE,Per Carton,Vegatarian-Fed,2.49
7/13/2019,7/19/2019,July,NorthEast,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.00
7/13/2019,7/19/2019,July,NorthEast,WHITE LARGE,Per Carton,Conventional,1.22
7/13/2019,7/19/2019,July,NorthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.34
7/13/2019,7/19/2019,July,NorthEast,WHITE LARGE,Per Carton,USDA Organic,4.41
7/13/2019,7/19/2019,July,NorthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.99
7/13/2019,7/19/2019,July,NorthWest,BROWN LARGE,Per Carton,USDA Organic,3.55
7/13/2019,7/19/2019,July,NorthWest,WHITE LARGE,Per Carton,Conventional,0.77
7/13/2019,7/19/2019,July,NorthWest,WHITE LARGE,Per Carton,USDA Organic,4.29
7/13/2019,7/19/2019,July,SouthCentral,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.49
7/13/2019,7/19/2019,July,SouthCentral,BROWN LARGE,Per Carton,Conventional,0.89
7/13/2019,7/19/2019,July,SouthCentral,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.99
7/13/2019,7/19/2019,July,SouthCentral,BROWN LARGE,Per Carton,USDA Organic,4.34
7/13/2019,7/19/2019,July,SouthCentral,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.33
7/13/2019,7/19/2019,July,SouthCentral,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.50
7/13/2019,7/19/2019,July,SouthCentral,WHITE LARGE,Per Carton,Conventional,1.04
7/13/2019,7/19/2019,July,SouthCentral,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),3.12
7/13/2019,7/19/2019,July,SouthCentral,WHITE LARGE,Per Carton,USDA Organic,4.29
7/13/2019,7/19/2019,July,SouthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.68
7/13/2019,7/19/2019,July,SouthEast,BROWN LARGE,Per Carton,USDA Organic,3.99
7/13/2019,7/19/2019,July,SouthEast,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.36
7/13/2019,7/19/2019,July,SouthEast,WHITE LARGE,Per Carton,Conventional,1.19
7/13/2019,7/19/2019,July,SouthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.82
7/13/2019,7/19/2019,July,SouthEast,WHITE LARGE,Per Carton,USDA Organic,4.08
7/13/2019,7/19/2019,July,SouthWest,WHITE EXTRA LARGE,Per Carton,Conventional,1.58
7/13/2019,7/19/2019,July,SouthWest,WHITE LARGE,Per Carton,Conventional,1.29
7/13/2019,7/19/2019,July,SouthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.99
7/13/2019,7/19/2019,July,SouthWest,WHITE LARGE,Per Carton,USDA Organic,4.29
7/20/2019,7/26/2019,July,Alaska,BROWN LARGE,Per Carton,USDA Organic,3.49
7/20/2019,7/26/2019,July,Alaska,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
7/20/2019,7/26/2019,July,Hawaii,WHITE LARGE,Per Carton,Conventional,0.99
7/20/2019,7/26/2019,July,Hawaii,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
7/20/2019,7/26/2019,July,Hawaii,WHITE MEDIUM,Per Carton,Conventional,1.67
7/20/2019,7/26/2019,July,MidWest,BROWN EXTRA LARGE,Per Carton,USDA Organic,3.99
7/20/2019,7/26/2019,July,MidWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",1.87
7/20/2019,7/26/2019,July,MidWest,BROWN LARGE,Per Carton,USDA Organic,3.23
7/20/2019,7/26/2019,July,MidWest,BROWN LARGE,Per Carton,Vegatarian-Fed,2.03
7/20/2019,7/26/2019,July,MidWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.86
7/20/2019,7/26/2019,July,MidWest,WHITE LARGE,Per Carton,Conventional,0.77
7/20/2019,7/26/2019,July,MidWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.41
7/20/2019,7/26/2019,July,MidWest,WHITE LARGE,Per Carton,Vegatarian-Fed,2.49
7/20/2019,7/26/2019,July,National,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.49
7/20/2019,7/26/2019,July,National,BROWN EXTRA LARGE,Per Carton,USDA Organic,4.36
7/20/2019,7/26/2019,July,National,BROWN EXTRA LARGE,Per Carton,Vegatarian-Fed,2.91
7/20/2019,7/26/2019,July,National,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.01
7/20/2019,7/26/2019,July,National,BROWN LARGE,Per Carton,Conventional,1.32
7/20/2019,7/26/2019,July,National,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),3.96
7/20/2019,7/26/2019,July,National,BROWN LARGE,Per Carton,USDA Organic,3.42
7/20/2019,7/26/2019,July,National,BROWN LARGE,Per Carton,Vegatarian-Fed,2.18
7/20/2019,7/26/2019,July,National,WHITE EXTRA LARGE,Per Carton,Conventional,1.50
7/20/2019,7/26/2019,July,National,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
7/20/2019,7/26/2019,July,National,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.44
7/20/2019,7/26/2019,July,National,WHITE LARGE,Per Carton,Conventional,1.13
7/20/2019,7/26/2019,July,National,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.41
7/20/2019,7/26/2019,July,National,WHITE LARGE,Per Carton,Vegatarian-Fed,2.49
7/20/2019,7/26/2019,July,NorthEast,BROWN EXTRA LARGE,Per Carton,USDA Organic,4.99
7/20/2019,7/26/2019,July,NorthEast,BROWN EXTRA LARGE,Per Carton,Vegatarian-Fed,3.00
7/20/2019,7/26/2019,July,NorthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.61
7/20/2019,7/26/2019,July,NorthEast,BROWN LARGE,Per Carton,Conventional,0.99
7/20/2019,7/26/2019,July,NorthEast,BROWN LARGE,Per Carton,USDA Organic,3.95
7/20/2019,7/26/2019,July,NorthEast,BROWN LARGE,Per Carton,Vegatarian-Fed,2.49
7/20/2019,7/26/2019,July,NorthEast,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
7/20/2019,7/26/2019,July,NorthEast,WHITE LARGE,Per Carton,Conventional,1.23
7/20/2019,7/26/2019,July,NorthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.47
7/20/2019,7/26/2019,July,NorthWest,BROWN LARGE,Per Carton,USDA Organic,3.49
7/20/2019,7/26/2019,July,NorthWest,WHITE LARGE,Per Carton,Conventional,0.99
7/20/2019,7/26/2019,July,NorthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.32
7/20/2019,7/26/2019,July,NorthWest,WHITE MEDIUM,Per Carton,Conventional,0.88
7/20/2019,7/26/2019,July,SouthCentral,BROWN EXTRA LARGE,Per Carton,Vegatarian-Fed,2.50
7/20/2019,7/26/2019,July,SouthCentral,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.28
7/20/2019,7/26/2019,July,SouthCentral,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),3.96
7/20/2019,7/26/2019,July,SouthCentral,BROWN LARGE,Per Carton,USDA Organic,3.32
7/20/2019,7/26/2019,July,SouthCentral,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.53
7/20/2019,7/26/2019,July,SouthCentral,WHITE LARGE,Per Carton,Conventional,0.95
7/20/2019,7/26/2019,July,SouthCentral,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.26
7/20/2019,7/26/2019,July,SouthCentral,WHITE MEDIUM,Per Carton,Conventional,1.50
7/20/2019,7/26/2019,July,SouthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.50
7/20/2019,7/26/2019,July,SouthEast,BROWN LARGE,Per Carton,USDA Organic,3.37
7/20/2019,7/26/2019,July,SouthEast,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.50
7/20/2019,7/26/2019,July,SouthEast,WHITE LARGE,Per Carton,Conventional,0.82
7/20/2019,7/26/2019,July,SouthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.38
7/20/2019,7/26/2019,July,SouthEast,WHITE MEDIUM,Per Carton,Conventional,0.43
7/20/2019,7/26/2019,July,SouthWest,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.49
7/20/2019,7/26/2019,July,SouthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",4.29
7/20/2019,7/26/2019,July,SouthWest,BROWN LARGE,Per Carton,Conventional,1.50
7/20/2019,7/26/2019,July,SouthWest,BROWN LARGE,Per Carton,USDA Organic,3.49
7/20/2019,7/26/2019,July,SouthWest,WHITE EXTRA LARGE,Per Carton,Conventional,1.50
7/20/2019,7/26/2019,July,SouthWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.99
7/20/2019,7/26/2019,July,SouthWest,WHITE LARGE,Per Carton,Conventional,1.48
7/20/2019,7/26/2019,July,SouthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
7/20/2019,7/26/2019,July,SouthWest,WHITE MEDIUM,Per Carton,Conventional,0.77
7/27/2019,8/2/2019,July,Alaska,BROWN LARGE,Per Carton,USDA Organic,3.29
7/27/2019,8/2/2019,July,Hawaii,WHITE LARGE,Per Carton,Conventional,2.00
7/27/2019,8/2/2019,July,Hawaii,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
7/27/2019,8/2/2019,July,MidWest,BROWN EXTRA LARGE,Per Carton,USDA Organic,3.79
7/27/2019,8/2/2019,July,MidWest,BROWN EXTRA LARGE,Per Carton,Vegatarian-Fed,2.49
7/27/2019,8/2/2019,July,MidWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.06
7/27/2019,8/2/2019,July,MidWest,BROWN LARGE,Per Carton,USDA Organic,3.10
7/27/2019,8/2/2019,July,MidWest,BROWN LARGE,Per Carton,Vegatarian-Fed,2.49
7/27/2019,8/2/2019,July,MidWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.69
7/27/2019,8/2/2019,July,MidWest,WHITE LARGE,Per Carton,Conventional,0.84
7/27/2019,8/2/2019,July,MidWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.72
7/27/2019,8/2/2019,July,MidWest,WHITE MEDIUM,Per Carton,Conventional,0.61
7/27/2019,8/2/2019,July,National,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.00
7/27/2019,8/2/2019,July,National,BROWN EXTRA LARGE,Per Carton,USDA Organic,4.05
7/27/2019,8/2/2019,July,National,BROWN EXTRA LARGE,Per Carton,Vegatarian-Fed,2.49
7/27/2019,8/2/2019,July,National,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.00
7/27/2019,8/2/2019,July,National,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),3.50
7/27/2019,8/2/2019,July,National,BROWN LARGE,Per Carton,USDA Organic,3.32
7/27/2019,8/2/2019,July,National,BROWN LARGE,Per Carton,Vegatarian-Fed,2.58
7/27/2019,8/2/2019,July,National,WHITE EXTRA LARGE,Per Carton,Conventional,1.12
7/27/2019,8/2/2019,July,National,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
7/27/2019,8/2/2019,July,National,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.60
7/27/2019,8/2/2019,July,National,WHITE LARGE,Per Carton,Conventional,1.14
7/27/2019,8/2/2019,July,National,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.38
7/27/2019,8/2/2019,July,National,WHITE LARGE,Per Carton,USDA Organic,5.26
7/27/2019,8/2/2019,July,NorthEast,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.00
7/27/2019,8/2/2019,July,NorthEast,BROWN EXTRA LARGE,Per Carton,USDA Organic,4.54
7/27/2019,8/2/2019,July,NorthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.08
7/27/2019,8/2/2019,July,NorthEast,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),3.50
7/27/2019,8/2/2019,July,NorthEast,BROWN LARGE,Per Carton,USDA Organic,3.77
7/27/2019,8/2/2019,July,NorthEast,BROWN LARGE,Per Carton,Vegatarian-Fed,2.61
7/27/2019,8/2/2019,July,NorthEast,WHITE EXTRA LARGE,Per Carton,Conventional,1.24
7/27/2019,8/2/2019,July,NorthEast,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.50
7/27/2019,8/2/2019,July,NorthEast,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.49
7/27/2019,8/2/2019,July,NorthEast,WHITE LARGE,Per Carton,Conventional,1.24
7/27/2019,8/2/2019,July,NorthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.35
7/27/2019,8/2/2019,July,NorthEast,WHITE LARGE,Per Carton,USDA Organic,5.26
7/27/2019,8/2/2019,July,NorthEast,WHITE MEDIUM,Per Carton,Conventional,0.49
7/27/2019,8/2/2019,July,NorthWest,BROWN LARGE,Per Carton,USDA Organic,3.29
7/27/2019,8/2/2019,July,NorthWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.49
7/27/2019,8/2/2019,July,NorthWest,WHITE LARGE,Per Carton,Conventional,1.19
7/27/2019,8/2/2019,July,NorthWest,WHITE MEDIUM,Per Carton,Conventional,1.99
7/27/2019,8/2/2019,July,SouthCentral,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.07
7/27/2019,8/2/2019,July,SouthCentral,BROWN LARGE,Per Carton,USDA Organic,3.19
7/27/2019,8/2/2019,July,SouthCentral,WHITE LARGE,Per Carton,Conventional,1.15
7/27/2019,8/2/2019,July,SouthCentral,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.36
7/27/2019,8/2/2019,July,SouthCentral,WHITE MEDIUM,Per Carton,Conventional,1.29
7/27/2019,8/2/2019,July,SouthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.10
7/27/2019,8/2/2019,July,SouthEast,BROWN LARGE,Per Carton,USDA Organic,3.28
7/27/2019,8/2/2019,July,SouthEast,WHITE EXTRA LARGE,Per Carton,Conventional,0.88
7/27/2019,8/2/2019,July,SouthEast,WHITE LARGE,Per Carton,Conventional,0.98
7/27/2019,8/2/2019,July,SouthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.02
7/27/2019,8/2/2019,July,SouthEast,WHITE MEDIUM,Per Carton,Conventional,0.51
7/27/2019,8/2/2019,July,SouthWest,BROWN LARGE,Per Carton,USDA Organic,3.42
7/27/2019,8/2/2019,July,SouthWest,WHITE LARGE,Per Carton,Conventional,1.41
7/27/2019,8/2/2019,July,SouthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),3.30
7/27/2019,8/2/2019,July,SouthWest,WHITE MEDIUM,Per Carton,Conventional,1.10
8/3/2019,8/9/2019,August,Hawaii,WHITE LARGE,Per Carton,Conventional,1.50
8/3/2019,8/9/2019,August,MidWest,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",3.99
8/3/2019,8/9/2019,August,MidWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.05
8/3/2019,8/9/2019,August,MidWest,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.99
8/3/2019,8/9/2019,August,MidWest,BROWN LARGE,Per Carton,USDA Organic,3.94
8/3/2019,8/9/2019,August,MidWest,WHITE EXTRA LARGE,Per Carton,Conventional,0.88
8/3/2019,8/9/2019,August,MidWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.73
8/3/2019,8/9/2019,August,MidWest,WHITE LARGE,Per Carton,Conventional,0.81
8/3/2019,8/9/2019,August,MidWest,WHITE MEDIUM,Per Carton,Conventional,0.33
8/3/2019,8/9/2019,August,National,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",4.21
8/3/2019,8/9/2019,August,National,BROWN EXTRA LARGE,Per Carton,USDA Organic,4.99
8/3/2019,8/9/2019,August,National,BROWN EXTRA LARGE,Per Carton,Vegatarian-Fed,2.49
8/3/2019,8/9/2019,August,National,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.72
8/3/2019,8/9/2019,August,National,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.99
8/3/2019,8/9/2019,August,National,BROWN LARGE,Per Carton,USDA Organic,3.99
8/3/2019,8/9/2019,August,National,BROWN LARGE,Per Carton,Vegatarian-Fed,2.53
8/3/2019,8/9/2019,August,National,WHITE EXTRA LARGE,Per Carton,Conventional,0.87
8/3/2019,8/9/2019,August,National,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),3.00
8/3/2019,8/9/2019,August,National,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.12
8/3/2019,8/9/2019,August,National,WHITE LARGE,Per Carton,Conventional,1.18
8/3/2019,8/9/2019,August,National,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.52
8/3/2019,8/9/2019,August,National,WHITE LARGE,Per Carton,USDA Organic,3.99
8/3/2019,8/9/2019,August,NorthEast,BROWN EXTRA LARGE,Per Carton,"Cage-Free, USDA Organic",4.49
8/3/2019,8/9/2019,August,NorthEast,BROWN EXTRA LARGE,Per Carton,USDA Organic,4.99
8/3/2019,8/9/2019,August,NorthEast,BROWN EXTRA LARGE,Per Carton,Vegatarian-Fed,2.49
8/3/2019,8/9/2019,August,NorthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",3.11
8/3/2019,8/9/2019,August,NorthEast,BROWN LARGE,Per Carton,USDA Organic,3.90
8/3/2019,8/9/2019,August,NorthEast,BROWN LARGE,Per Carton,Vegatarian-Fed,2.49
8/3/2019,8/9/2019,August,NorthEast,WHITE EXTRA LARGE,Per Carton,Conventional,0.79
8/3/2019,8/9/2019,August,NorthEast,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),3.00
8/3/2019,8/9/2019,August,NorthEast,WHITE LARGE,Per Carton,Conventional,1.00
8/3/2019,8/9/2019,August,NorthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.40
8/3/2019,8/9/2019,August,NorthEast,WHITE LARGE,Per Carton,USDA Organic,3.99
8/3/2019,8/9/2019,August,NorthWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.95
8/3/2019,8/9/2019,August,NorthWest,WHITE LARGE,Per Carton,Conventional,0.82
8/3/2019,8/9/2019,August,NorthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.99
8/3/2019,8/9/2019,August,NorthWest,WHITE MEDIUM,Per Carton,Conventional,0.88
8/3/2019,8/9/2019,August,SouthCentral,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.42
8/3/2019,8/9/2019,August,SouthCentral,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.99
8/3/2019,8/9/2019,August,SouthCentral,BROWN LARGE,Per Carton,USDA Organic,3.18
8/3/2019,8/9/2019,August,SouthCentral,BROWN LARGE,Per Carton,Vegatarian-Fed,2.69
8/3/2019,8/9/2019,August,SouthCentral,WHITE EXTRA LARGE,Per Carton,Conventional,0.88
8/3/2019,8/9/2019,August,SouthCentral,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.99
8/3/2019,8/9/2019,August,SouthCentral,WHITE LARGE,Per Carton,Conventional,0.98
8/3/2019,8/9/2019,August,SouthEast,BROWN EXTRA LARGE,Per Carton,Vegatarian-Fed,2.49
8/3/2019,8/9/2019,August,SouthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.62
8/3/2019,8/9/2019,August,SouthEast,BROWN LARGE,Per Carton,USDA Organic,4.72
8/3/2019,8/9/2019,August,SouthEast,BROWN LARGE,Per Carton,Vegatarian-Fed,2.49
8/3/2019,8/9/2019,August,SouthEast,WHITE EXTRA LARGE,Per Carton,Conventional,0.87
8/3/2019,8/9/2019,August,SouthEast,WHITE LARGE,Per Carton,Conventional,0.81
8/3/2019,8/9/2019,August,SouthEast,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.99
8/3/2019,8/9/2019,August,SouthWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",2.50
8/3/2019,8/9/2019,August,SouthWest,WHITE LARGE,Per Carton,Conventional,1.83
8/3/2019,8/9/2019,August,SouthWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),3.59
8/3/2019,8/9/2019,August,SouthWest,WHITE MEDIUM,Per Carton,Conventional,0.80
8/10/2019,8/16/2019,August,Alaska,WHITE LARGE,Per Carton,Conventional,1.30
8/10/2019,8/16/2019,August,Hawaii,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.50
8/10/2019,8/16/2019,August,MidWest,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.32
8/10/2019,8/16/2019,August,MidWest,BROWN LARGE,Per Carton,USDA Organic,3.50
8/10/2019,8/16/2019,August,MidWest,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.00
8/10/2019,8/16/2019,August,MidWest,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.99
8/10/2019,8/16/2019,August,MidWest,WHITE LARGE,Per Carton,Conventional,0.87
8/10/2019,8/16/2019,August,MidWest,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),1.99
8/10/2019,8/16/2019,August,MidWest,WHITE MEDIUM,Per Carton,Conventional,0.33
8/10/2019,8/16/2019,August,National,BROWN EXTRA LARGE,Per Carton,Conventional,0.99
8/10/2019,8/16/2019,August,National,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.57
8/10/2019,8/16/2019,August,National,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.66
8/10/2019,8/16/2019,August,National,BROWN LARGE,Per Carton,USDA Organic,3.97
8/10/2019,8/16/2019,August,National,BROWN LARGE,Per Carton,Vegatarian-Fed,2.09
8/10/2019,8/16/2019,August,National,WHITE EXTRA LARGE,Per Carton,Conventional,1.40
8/10/2019,8/16/2019,August,National,WHITE EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.57
8/10/2019,8/16/2019,August,National,WHITE LARGE,Per Carton,"Cage-Free, USDA Organic",1.99
8/10/2019,8/16/2019,August,National,WHITE LARGE,Per Carton,Conventional,1.11
8/10/2019,8/16/2019,August,National,WHITE LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.18
8/10/2019,8/16/2019,August,NorthEast,BROWN EXTRA LARGE,Per Carton,Conventional,0.99
8/10/2019,8/16/2019,August,NorthEast,BROWN EXTRA LARGE,Per Carton,Nutritionally Enhanced (Omega-3),4.49
8/10/2019,8/16/2019,August,NorthEast,BROWN LARGE,Per Carton,"Cage-Free, USDA Organic",2.70
8/10/2019,8/16/2019,August,NorthEast,BROWN LARGE,Per Carton,Nutritionally Enhanced (Omega-3),2.66
8/10/2019,8/16/2019,August,NorthEast,BROWN LARGE,Per Carton,USDA Organic,3.99
8/10/2019,8/16/2019,August,NorthEast,BROWN LARGE,Per Carton,Vegatarian-Fed,2.05
